A,B,C,D,E,F,G,H,I,J,K,L,Class
126340.5,127617,491.21535,1675.161,648.47775,373.7166,1.2258,1.485,1.01205,1.27305,2.6028,1.13625,M
112659,113776.5,463.85655,1653.2235,682.05465,316.76925,1.3284,1.4853,1.1379,1.1655,3.2298,1.02015,M
105235.5,106771.5,448.31355,1623.63,659.0721,310.8294,1.3227,1.4784,0.8928,1.12875,3.1806,1.0203,P
96132,96987,428.484,1427.5665,536.5263,344.78175,1.1493,1.4868,1.1112,1.3338,2.33415,1.1979,M
124855.5,125616,488.32005,1640.463,641.54625,372.91125,1.22055,1.49085,1.125,1.31175,2.5806,1.1418,M
155155.5,156636,544.35765,1878.879,738.61755,402.3528,1.2579,1.48575,1.08375,1.24275,2.75355,1.1055,P
90682.5,92038.5,416.16195,1516.518,618.32415,282.6474,1.3341,1.47795,1.12545,1.1148,3.2814,1.0095,P
132531,134638.5,503.10585,1816.77,728.25345,350.39625,1.3149,1.47645,0.8886,1.13535,3.1176,1.0362,M
104317.5,106437,446.3538,1754.0115,783.38955,260.7777,1.4145,1.47015,1.03755,0.95865,4.50615,0.8547,P
149353.5,151248,534.0825,1979.997,833.32125,345.8631,1.3647,1.48125,0.96255,1.07715,3.6141,0.96135,P
91989,92658,419.1492,1398.1275,539.184,326.65545,1.1934,1.4892,1.12125,1.3305,2.4759,1.1661,M
119802,120874.5,478.3356,1770.4245,757.64385,302.8398,1.3749,1.48665,1.15605,1.08075,3.7527,0.94695,P
155815.5,156849,545.51415,1860.213,717.35745,417.1047,1.2204,1.4901,1.10505,1.2732,2.5797,1.1406,M
126559.5,128136,491.6409,1790.394,729.7785,334.0512,1.33365,1.48155,1.02975,1.1163,3.2769,1.01055,P
148267.5,149613,532.1373,1911.0315,802.09275,353.89965,1.3461,1.4865,1.10745,1.14795,3.3996,0.9951,P
119986.5,121270.5,478.70385,1733.286,722.7405,318.32295,1.3467,1.4841,1.1085,1.1292,3.40575,0.99345,P
165054,166408.5,561.45345,2062.1025,860.8176,368.18205,1.35585,1.48785,0.8688,1.09755,3.507,0.9783,P
125352,126492,489.28995,1662.4965,639.3744,375.0297,1.21485,1.4865,1.0596,1.28235,2.55735,1.14795,M
122992.5,124306.5,484.6632,1688.784,677.44305,348.55665,1.28625,1.4841,1.0863,1.21935,2.9154,1.0731,M
112102.5,113053.5,462.70935,1632.1455,675.3264,318.0246,1.3233,1.4874,1.1613,1.1898,3.18525,1.0278,M
129478.5,130438.5,497.27835,1794.876,758.16915,326.73615,1.3536,1.4889,1.14075,1.1364,3.4806,0.98385,P
157105.5,158700,547.7676,1932.9855,793.3566,379.4034,1.3173,1.485,1.13385,1.1889,3.13665,1.0356,P
109299,110199,456.88695,1612.7355,663.54405,316.9194,1.3179,1.4877,1.0941,1.18815,3.14055,1.0329,P
169023,170763,568.16385,2042.7615,836.50335,389.7126,1.3272,1.4847,0.88995,1.14525,3.21975,1.0188,P
95418,96733.5,426.8898,1568.805,660.09015,277.85745,1.36065,1.4796,0.8454,1.0962,3.5634,0.97005,P
163635,165052.5,559.0347,1994.0655,825.58425,379.82445,1.33185,1.4871,0.99345,1.16355,3.2604,1.01565,P
107545.5,108481.5,453.20715,1669.3035,707.0109,292.158,1.3659,1.4871,0.90195,1.09125,3.63,0.9615,P
116196,117571.5,471.08175,1621.755,620.0826,359.3511,1.2225,1.48245,1.11135,1.2492,2.5884,1.13955,M
105165,106134,448.16325,1569.3675,627.90585,321.5934,1.28835,1.48635,0.9975,1.20735,2.92875,1.07055,M
110325,111390,459.0264,1615.329,650.7291,325.0353,1.29945,1.4856,1.05975,1.1955,3.003,1.0581,M
136218,137493,510.0561,1787.919,721.50795,362.88375,1.29645,1.48605,1.12785,1.2048,2.98245,1.06035,M
110416.5,111345,459.21675,1529.7735,576.0345,366.8826,1.15635,1.48755,1.07535,1.3341,2.35515,1.1958,M
120229.5,121132.5,479.18835,1646.718,658.3638,349.6365,1.27095,1.48875,1.0434,1.25355,2.8245,1.0917,M
100054.5,101439,437.1384,1518.456,601.1427,319.1538,1.2711,1.4796,1.1079,1.227,2.8254,1.0908,M
148261.5,149592,532.1265,1882.1475,746.6676,380.9706,1.29,1.48665,0.9618,1.18335,2.93985,1.06905,P
143253,144289.5,523.06125,1848.5295,760.57875,361.6593,1.31955,1.4892,1.11945,1.1853,3.1545,1.03155,P
106744.5,108136.5,451.51635,1588.7775,616.605,333.0429,1.2624,1.48065,1.01505,1.19565,2.7771,1.09845,M
99784.5,100842,436.5483,1534.4775,607.94325,315.2394,1.28265,1.48425,1.1274,1.1982,2.89275,1.07715,M
73756.5,75402,375.3192,1407.009,569.40825,249.77055,1.34805,1.4673,0.9456,1.05345,3.41955,0.98865,P
117232.5,118977,473.17815,1745.571,735.75975,305.5854,1.36455,1.47795,0.86625,1.0878,3.61155,0.96465,P
97212,98517,430.8843,1578.1185,659.595,285.26625,1.3524,1.4802,1.14765,1.1037,3.4683,0.97995,P
137565,138636,512.57175,1748.469,692.2512,380.26095,1.2534,1.48845,0.99495,1.2723,2.73075,1.1106,M
107115,108516,452.2992,1576.575,628.33635,327.14595,1.2807,1.48065,1.09485,1.21845,2.88105,1.0797,P
106990.5,108085.5,452.03625,1553.196,623.5944,329.04885,1.27425,1.48485,1.0392,1.254,2.84265,1.08735,M
125200.5,126213,488.99415,1690.8375,678.20445,353.14335,1.28055,1.488,1.1403,1.23825,2.88075,1.0815,M
120225,121392,479.17935,1695.6645,671.7693,343.1022,1.28955,1.4856,0.95925,1.1823,2.93685,1.06995,M
120123,121488,478.97595,1637.2875,625.15455,368.85315,1.2111,1.4832,1.0707,1.26705,2.54235,1.1493,M
119532,120613.5,477.79635,1694.121,706.5276,324.2193,1.33275,1.4865,1.167,1.1775,3.2688,1.01445,P
124435.5,125724,487.49805,1704.846,682.7967,348.99555,1.28925,1.4847,1.05285,1.2105,2.93475,1.071,M
118396.5,119631,475.52145,1694.661,694.87875,327.2214,1.3233,1.48455,0.93345,1.16565,3.1854,1.02645,M
124197,125367,487.03065,1665.1395,654.8331,363.5721,1.24755,1.48605,1.0431,1.26645,2.70165,1.11555,M
111595.5,113032.5,461.6619,1591.8225,617.03235,346.59075,1.24095,1.48095,1.09665,1.2453,2.67045,1.1223,M
139969.5,141282,517.032,1784.118,695.6736,385.83255,1.24815,1.48605,1.08735,1.24335,2.7045,1.1148,M
132216,133351.5,502.50765,1697.1825,650.679,389.7978,1.20105,1.48725,1.11135,1.2978,2.50395,1.15845,M
92809.5,93855,421.0143,1459.881,581.4603,307.38285,1.2732,1.48335,1.09335,1.2312,2.8374,1.08615,M
129246,130407,496.83165,1683.063,642.40695,385.4604,1.2,1.48665,1.041,1.29,2.4999,1.1601,M
112422,113550,463.3683,1603.353,639.078,337.18215,1.27425,1.48515,1.017,1.23645,2.84295,1.08765,M
107619,108534,453.3621,1708.6785,745.7817,276.597,1.39305,1.4874,0.9816,1.0422,4.04445,0.91185,P
102651,103569,442.7742,1497.5265,575.1006,342.14835,1.2057,1.48665,1.14885,1.2942,2.52135,1.15485,M
86497.5,87235.5,406.4457,1334.097,497.5404,333.96945,1.1118,1.48725,1.0836,1.37415,2.2347,1.22535,M
124960.5,126669,488.52525,1761.549,723.81345,332.9406,1.33185,1.47975,1.08255,1.13865,3.261,1.01235,M
99222,99993,435.31605,1488.1545,583.6695,327.111,1.2423,1.48845,1.01835,1.26675,2.67645,1.1187,M
115249.5,116349,469.1592,1650.12,666.3327,331.0278,1.30185,1.48575,0.91725,1.1967,3.01935,1.05615,M
133390.5,134424,504.7347,1829.7675,767.2977,333.01575,1.35135,1.48845,0.96585,1.1265,3.45615,0.9867,P
133408.5,135681,504.76875,1842.2025,730.9305,353.1831,1.31325,1.47495,0.8298,1.1115,3.1044,1.0359,P
105757.5,106473,449.424,1596.411,667.00305,303.39375,1.3359,1.48995,0.89835,1.1733,3.29775,1.0107,P
118366.5,119316,475.46115,1692.81,698.6379,325.91625,1.32675,1.488,1.08555,1.1679,3.2154,1.0209,P
107715,109068,453.56415,1690.797,719.2443,286.95615,1.3755,1.4814,1.02495,1.0653,3.75975,0.9459,P
111646.5,113014.5,461.76735,1538.643,559.48455,383.3529,1.0926,1.48185,1.08675,1.33335,2.18925,1.23795,M
81778.5,82468.5,395.20305,1376.487,562.30995,278.52705,1.30305,1.4874,1.14765,1.2204,3.02835,1.0542,P
119346,120436.5,477.42435,1666.611,650.28675,352.13385,1.26105,1.48635,1.0911,1.21485,2.77005,1.1013,M
149742,151486.5,534.7767,1968.7155,815.2362,351.9321,1.353,1.48275,0.9168,1.0923,3.47475,0.984,P
142431,144181.5,521.5584,1816.4655,711.5727,385.50645,1.26075,1.48185,1.08645,1.22055,2.7687,1.0995,M
123790.5,124761,486.23295,1687.0365,675.52065,351.8025,1.28055,1.4883,0.9522,1.22985,2.8803,1.0797,P
99388.5,100311,435.68115,1520.7,615.8715,309.2346,1.2972,1.4862,1.0989,1.21515,2.9874,1.0611,P
109351.5,110284.5,456.99675,1619.841,669.3495,312.5706,1.32645,1.48725,1.125,1.1784,3.2121,1.02405,M
106786.5,107719.5,451.60515,1519.8645,590.022,346.9182,1.21335,1.48695,1.0215,1.3071,2.5512,1.1481,M
113482.5,114960,465.5487,1617.8595,649.54425,334.9053,1.2852,1.48065,1.11615,1.2258,2.90925,1.07505,M
123751.5,125383.5,486.1563,1716.552,675.74925,351.14505,1.2816,1.4805,1.11405,1.18755,2.8866,1.0791,M
119386.5,121480.5,477.50535,1654.602,640.2045,361.7553,1.2375,1.4742,1.0866,1.233,2.65455,1.11885,M
118476,120016.5,475.68105,1658.8935,656.3478,346.26255,1.27425,1.4808,1.0446,1.21725,2.84325,1.08705,M
136530,137665.5,510.6399,1776.459,713.59305,366.2049,1.28745,1.4877,1.1379,1.22325,2.9229,1.0734,P
121501.5,122808,481.71645,1662.114,663.1128,350.62485,1.2732,1.4841,1.07685,1.2435,2.8368,1.0896,P
143620.5,145456.5,523.73175,1760.805,666.90105,415.3641,1.1736,1.4811,1.11675,1.3098,2.4084,1.17795,M
113010,114195,464.5785,1576.659,594.84975,364.2315,1.1859,1.4844,1.11345,1.28535,2.4498,1.1715,M
90912,91719,416.6883,1530.3585,655.2807,265.7688,1.37115,1.4868,1.1517,1.09755,3.6984,0.95385,P
105913.5,106905,449.75535,1516.9485,590.74575,342.9585,1.2213,1.48605,1.0197,1.3014,2.58375,1.14195,M
90829.5,92560.5,416.49915,1457.352,546.0363,325.86825,1.2036,1.47195,1.02285,1.20915,2.5134,1.1442,P
105847.5,107085,449.61525,1569.246,627.00645,324.80985,1.2831,1.4826,1.0641,1.2153,2.8956,1.07565,M
138094.5,139552.5,513.55725,1790.2065,701.8281,378.38835,1.2633,1.4844,1.0497,1.2183,2.7822,1.09755,M
144750,146094,525.7872,1770.522,671.37495,414.12225,1.18065,1.4862,1.10235,1.3056,2.4318,1.17465,M
103707,104850,445.0458,1521.735,600.25635,330.9597,1.25145,1.48365,1.0839,1.2663,2.72055,1.1121,M
146407.5,147760.5,528.789,1943.9625,802.88505,349.65015,1.3503,1.4862,0.85395,1.09545,3.44445,0.9879,P
107434.5,108994.5,452.9733,1624.4805,653.7492,316.56855,1.31235,1.47855,1.11,1.1511,3.09765,1.03935,M
120310.5,121614,479.34975,1650.09,640.23255,359.8755,1.24065,1.48395,1.09455,1.24935,2.6685,1.12305,M
121389,122593.5,481.4934,1637.712,634.0449,367.9395,1.2216,1.4853,1.0725,1.27965,2.5848,1.1391,M
136507.5,138321,510.59775,1880.6505,792.23775,330.84345,1.3629,1.48035,0.894,1.09125,3.5919,0.96675,P
153666,154975.5,541.73835,1965.72,821.69145,357.975,1.35015,1.4874,0.987,1.1244,3.4431,0.98895,P
119551.5,121938,477.8352,1767.3015,749.3601,310.86525,1.36485,1.4706,1.09005,1.08225,3.6159,0.95655,P
120987,122446.5,480.69555,1702.6905,662.35335,349.4367,1.27425,1.48215,1.13025,1.1799,2.84325,1.08855,M
131173.5,132232.5,500.5227,1701.339,668.7468,375.6774,1.24095,1.488,1.08075,1.2813,2.67015,1.1226,M
129897,131148,498.0813,1864.1805,801.7266,310.0515,1.3833,1.48575,1.1325,1.0569,3.8787,0.93195,P
109545,110665.5,457.40085,1661.316,702.2118,299.1306,1.35705,1.48485,0.83385,1.1223,3.52125,0.9771,P
113775,114960,466.14825,1617.1515,647.42295,338.00985,1.27935,1.48455,1.07715,1.23015,2.8731,1.08,M
93876,97171.5,423.42645,1525.794,517.6437,350.7114,1.10325,1.44915,1.10355,1.14015,2.214,1.227,M
164871,166396.5,561.14205,2165.142,948.162,332.95125,1.40445,1.4862,1.12935,0.99435,4.2717,0.8877,P
114487.5,115783.5,467.60565,1614.099,630.4356,348.64365,1.2498,1.4832,1.0992,1.24245,2.71245,1.11255,M
104923.5,106090.5,447.64845,1605.282,673.0641,298.86435,1.344,1.4835,1.07415,1.15125,3.37815,0.99765,P
188545.5,189807,600.0795,2105.208,853.72095,423.31095,1.3026,1.4901,0.98925,1.20285,3.0252,1.05435,P
110980.5,111880.5,460.3881,1622.496,670.0935,317.1438,1.32135,1.488,1.11885,1.19205,3.16935,1.03065,M
105111,106221,448.0482,1574.607,626.19675,322.75395,1.28535,1.4844,0.94875,1.19865,2.9103,1.07325,M
135241.5,136668,508.2246,1735.461,650.4627,399.65115,1.1835,1.4844,1.0722,1.2696,2.4414,1.17195,M
161902.5,163395,556.0674,1896.858,740.5065,421.46565,1.2333,1.48635,1.04775,1.2723,2.6355,1.12635,P
104577,106417.5,446.90865,1600.0275,627.1095,321.1902,1.28835,1.47405,1.08315,1.155,2.92875,1.0689,M
116002.5,117052.5,470.68935,1671.354,695.1597,320.0553,1.33155,1.4865,0.996,1.1742,3.258,1.01565,P
117094.5,118275,472.8996,1729.8375,717.80235,313.21425,1.3497,1.485,1.0653,1.1064,3.43755,0.9882,P
108921,110869.5,456.0963,1616.3805,619.22535,339.1746,1.2549,1.4736,1.0473,1.1787,2.73855,1.1049,M
165088.5,166785,561.5121,2073.705,877.2039,361.60125,1.36665,1.4847,0.9909,1.0854,3.63885,0.96015,P
107043,108757.5,452.14725,1589.514,635.8947,323.1324,1.29195,1.4763,1.0677,1.1979,2.95185,1.0665,M
131697,132904.5,501.5205,1719.681,665.91135,380.10645,1.23165,1.48635,1.125,1.2591,2.62785,1.12965,M
125643,127026,489.85755,1760.334,727.14045,331.0029,1.3356,1.48365,1.0158,1.14645,3.2952,1.01055,M
133474.5,134389.5,504.89355,1725.963,675.76995,378.9951,1.24185,1.4898,1.0476,1.2669,2.67465,1.12065,M
123321,124654.5,485.31,1846.2075,805.4604,293.1681,1.3971,1.48395,0.75075,1.023,4.1211,0.90375,P
138717,139744.5,514.71345,1732.575,663.4011,400.47435,1.1958,1.4889,1.1025,1.30665,2.48475,1.16385,M
138346.5,139591.5,514.0257,1968.9795,864.7734,306.1227,1.4028,1.48665,1.1433,1.0089,4.23735,0.8916,P
108748.5,110157,455.73495,1637.5785,673.8258,309.3765,1.3326,1.4808,1.10625,1.1466,3.267,1.01445,P
131587.5,132663,501.31185,1694.889,657.96555,382.57365,1.2204,1.48785,1.0893,1.2951,2.5797,1.14285,M
130768.5,132138,499.74945,1705.233,667.8462,376.0053,1.2396,1.4844,1.06005,1.27155,2.6643,1.12245,M
110826,112912.5,460.0674,1656.105,641.78805,333.29385,1.2819,1.47225,0.95925,1.14255,2.8884,1.07535,P
100719,101854.5,438.5877,1534.275,614.61225,314.39835,1.28895,1.48335,1.0155,1.20975,2.93235,1.0704,M
108762,109641,455.7633,1548.6435,606.2232,343.5672,1.23585,1.488,0.99285,1.2822,2.64675,1.1277,M
124782,127107,488.1762,1652.397,575.6223,417.71655,1.032,1.47255,1.071,1.2921,2.067,1.27215,M
131283,132454.5,500.7315,1861.0305,800.29155,314.34855,1.3794,1.4868,1.1499,1.07175,3.81885,0.93855,P
101323.5,102220.5,439.90185,1506.4995,588.7638,329.5143,1.24305,1.4868,1.0659,1.26225,2.6802,1.1208,M
144316.5,145707,524.99925,1753.956,628.0866,440.23815,1.0698,1.48575,1.1274,1.32645,2.14005,1.25385,M
147646.5,148750.5,531.02175,1759.518,651.67485,433.7586,1.11945,1.4889,1.1262,1.3485,2.2536,1.22235,M
140448,141954,517.91505,1809.003,723.7416,371.8617,1.28685,1.4841,1.03185,1.2135,2.91945,1.0734,M
104220,105441,446.14515,1631.1765,677.0622,298.0992,1.34685,1.4826,0.93585,1.10745,3.40695,0.98835,P
135172.5,136906.5,508.095,1781.2095,708.9153,366.46605,1.284,1.48095,1.1067,1.20465,2.90175,1.07505,M
123702,124818,486.0591,1702.494,678.3981,348.89145,1.2864,1.48665,0.94155,1.20675,2.9166,1.07475,M
92668.5,93552,420.69435,1459.0725,582.57,304.3692,1.27905,1.4859,1.08015,1.23075,2.871,1.08315,P
139276.5,141255,515.7504,1791.7155,688.38195,390.945,1.23465,1.479,1.14435,1.2267,2.6412,1.1238,M
147312,148474.5,530.4198,1919.3325,809.2593,348.61785,1.35375,1.4883,1.03095,1.1307,3.48195,0.9831,P
133311,134709,504.58425,1862.322,794.36655,320.9337,1.3722,1.4844,0.9531,1.08675,3.7128,0.9528,P
105591,107007,449.07015,1707.1515,737.214,276.7944,1.3902,1.4802,0.9243,1.02435,3.9951,0.91365,P
120892.5,122697,480.50775,1695.078,678.93495,342.72525,1.2948,1.47795,0.9168,1.18965,2.9715,1.06155,M
103960.5,104796,445.5894,1599.9075,669.7917,297.3732,1.344,1.488,1.1091,1.1484,3.3786,0.99795,P
169513.5,170668.5,568.98765,2064.633,872.82465,372.1833,1.35675,1.4898,1.1106,1.1244,3.51765,0.97785,P
137007,138024,511.5312,1843.8435,777.9744,336.5322,1.3524,1.4889,1.0926,1.1394,3.46755,0.98625,P
146245.5,147726,528.49635,1834.59,702.94425,399.3234,1.2345,1.485,1.09605,1.2285,2.64045,1.1277,M
111264,112650,460.97565,1681.083,698.60205,305.31015,1.3491,1.48155,0.9018,1.11315,3.4323,0.98985,P
124906.5,125977.5,488.4198,1687.2675,678.57645,353.01495,1.281,1.48725,1.12725,1.2405,2.8833,1.0797,M
126504,128554.5,491.5332,1711.431,664.79565,367.01115,1.2507,1.476,1.05465,1.22115,2.7171,1.1091,M
118881,119787,476.49345,1642.134,656.54265,347.28675,1.2729,1.4886,1.1478,1.2465,2.83575,1.0887,P
83328,84250.5,398.9295,1444.485,603.22785,264.58965,1.34805,1.48365,1.02195,1.1292,3.41985,0.99195,P
129309,130557,496.9527,1681.353,648.7797,382.1997,1.21215,1.4856,1.0866,1.2933,2.54625,1.149,M
129112.5,130285.5,496.575,1745.0415,709.3263,349.4523,1.3053,1.4865,1.07115,1.1988,3.0447,1.05015,P
117178.5,118116,473.06925,1685.265,703.36605,318.7734,1.3371,1.48815,1.134,1.16655,3.30975,1.0089,P
146170.5,147115.5,528.36075,1758.0315,673.03335,415.48455,1.18005,1.4904,1.14015,1.33725,2.42985,1.1775,M
103341,104214,444.2598,1519.3635,599.42445,329.5056,1.2531,1.4874,1.07595,1.2657,2.7288,1.11165,M
123199.5,124830,485.0709,1729.5915,666.8835,353.46585,1.272,1.48035,1.0986,1.16445,2.83005,1.0911,M
92440.5,93499.5,420.17655,1430.799,551.53065,321.63795,1.21845,1.48305,1.1295,1.2768,2.5722,1.1427,M
120735,121716,480.19455,1754.859,746.4393,310.2573,1.36425,1.48785,1.1277,1.1085,3.60885,0.96495,P
120678,121791,480.0813,1680.144,676.5753,340.98765,1.29555,1.48635,1.1199,1.2087,2.9763,1.0644,M
94158,95086.5,424.062,1505.9025,617.1729,292.2564,1.3212,1.4853,1.0503,1.1739,3.1677,1.03065,P
102789,103701,443.07165,1577.7915,652.13085,302.373,1.329,1.4868,0.9786,1.16745,3.23505,1.0191,P
104113.5,105142.5,445.91715,1527.771,576.02685,347.94,1.1955,1.4853,1.0356,1.2612,2.48325,1.16115,M
127699.5,129408,493.85025,1861.1445,797.3829,307.3416,1.38405,1.4802,0.86805,1.04235,3.89175,0.92895,P
110559,111469.5,459.513,1717.8465,752.86155,281.06895,1.39155,1.4877,0.96405,1.0593,4.0179,0.9156,P
139969.5,141123,517.032,1961.757,851.58315,314.79465,1.3938,1.4877,1.0101,1.0284,4.0578,0.91065,P
130162.5,131325,498.5901,1712.49,670.37775,372.91905,1.2465,1.48665,1.09485,1.2549,2.6964,1.11555,M
154191,155394,542.66295,1956.2385,809.0289,365.3817,1.3383,1.48845,1.05585,1.13925,3.3213,1.0062,P
103255.5,104400,444.07605,1526.9355,595.62525,334.50735,1.2411,1.4835,1.01445,1.2522,2.6709,1.1184,M
123459,125058,485.5815,1674.696,616.1256,384.36705,1.17225,1.4808,1.09875,1.2447,2.4045,1.18215,M
91726.5,93037.5,418.5507,1428.3945,546.92415,322.3047,1.21185,1.47885,1.09695,1.2711,2.54535,1.14795,M
105328.5,106651.5,448.51155,1609.302,655.0989,308.35725,1.32345,1.4814,1.0662,1.1499,3.18675,1.0269,M
96519,97500,429.34575,1473.192,578.58465,320.4432,1.2489,1.48485,1.0908,1.25745,2.7084,1.11315,M
127468.5,128980.5,493.4034,1725.9555,674.07765,362.79255,1.2642,1.48245,1.05615,1.2099,2.787,1.098,M
142179,143317.5,521.09685,1807.053,720.6372,378.261,1.2768,1.48815,1.1028,1.23105,2.85765,1.08465,P
106357.5,107053.5,450.69705,1494.9135,576.30435,353.592,1.18455,1.49025,1.0773,1.34565,2.44485,1.173,M
130915.5,132220.5,500.03025,1825.059,748.0578,335.75385,1.3404,1.48515,1.10685,1.11135,3.342,1.0026,M
115126.5,116617.5,468.9087,1699.767,701.65785,315.65805,1.33965,1.4808,1.0857,1.12665,3.3342,1.00245,P
120459,121570.5,479.6454,1660.4355,647.55045,356.26005,1.25265,1.48635,1.0989,1.2354,2.7264,1.11105,M
131446.5,132492,501.0432,1856.454,796.7817,316.3212,1.3767,1.48815,0.8535,1.07835,3.77835,0.9432,P
103374,104245.5,444.33075,1486.119,560.27685,354.8244,1.16085,1.4874,1.09695,1.32345,2.3685,1.18965,M
103776,104979,445.19385,1498.731,561.41865,354.1962,1.16385,1.48275,1.08315,1.30635,2.3775,1.1895,M
107026.5,108505.5,452.1123,1751.4855,759.59715,270.31545,1.40175,1.4796,1.005,0.9864,4.215,0.8928,P
113512.5,115194,465.6102,1600.7685,613.50675,355.03485,1.22325,1.4781,0.98775,1.2525,2.592,1.13835,M
101373,102301.5,440.00925,1533.2715,621.4959,313.7778,1.2948,1.48635,1.00515,1.2192,2.97105,1.062,M
102018,103270.5,441.4068,1556.4285,621.678,314.9538,1.2933,1.48185,1.0935,1.1907,2.96085,1.065,M
149944.5,151573.5,535.1382,1981.4985,851.2797,337.8528,1.37685,1.48395,0.9195,1.07985,3.77955,0.9429,P
125742,126931.5,490.0506,1654.6665,639.97665,378.01905,1.21035,1.4859,1.1532,1.29855,2.5395,1.14855,P
103963.5,104761.5,445.59585,1521.411,597.80475,333.33885,1.24515,1.4886,1.01265,1.2699,2.6901,1.1181,M
130150.5,131211,498.56715,1752.921,711.35655,350.3475,1.30545,1.48785,0.9327,1.1976,3.0456,1.05135,M
89382,90222,413.16705,1479.375,617.7648,277.09305,1.3407,1.48605,1.1217,1.1547,3.3441,1.0032,P
103578,104538,444.7689,1502.5275,576.37335,345.07155,1.2015,1.4862,1.0974,1.2972,2.50545,1.15755,M
143956.5,145425,524.34405,1955.661,837.6255,329.7621,1.3788,1.48485,1.05975,1.06425,3.81015,0.939,P
129847.5,130938,497.98635,1823.5455,762.2412,327.46545,1.3545,1.48755,1.07835,1.104,3.49155,0.97995,P
118755,119698.5,476.24085,1780.0515,763.1235,298.5255,1.38045,1.48815,0.7827,1.05975,3.83445,0.93615,P
155368.5,156799.5,544.73115,1957.6035,808.32735,368.5008,1.335,1.48635,0.90825,1.1463,3.2904,1.01085,P
88192.5,88989,410.4087,1452.99,601.02825,281.1387,1.32585,1.4865,0.9156,1.1811,3.2067,1.0242,P
93778.5,95392.5,423.20655,1471.3755,532.83315,344.48895,1.14435,1.47465,0.97125,1.22475,2.32005,1.19145,P
118966.5,120091.5,476.66475,1700.9985,707.43225,322.07655,1.3356,1.4859,0.8892,1.1625,3.29475,1.0107,P
97384.5,98274,431.26635,1518.6315,609.73935,306.21825,1.29705,1.48635,1.0539,1.194,2.9868,1.06095,M
109033.5,109906.5,456.3318,1547.985,607.6761,343.34865,1.23765,1.48815,1.0782,1.28655,2.65485,1.12635,M
103716,105166.5,445.06515,1556.3085,621.15435,321.33075,1.2837,1.4793,1.04535,1.2108,2.89965,1.07475,M
159846,161838,552.52455,2010.462,836.94195,366.4791,1.3485,1.48155,0.8811,1.1181,3.42555,0.9903,P
107553,108808.5,453.22305,1597.119,647.98995,318.2139,1.30665,1.48275,1.07235,1.1922,3.05445,1.0491,P
155353.5,157213.5,544.70475,2082.2175,905.958,330.47745,1.39665,1.4823,0.77175,1.0131,4.1121,0.9018,P
98142,99000,432.9405,1462.7715,568.48005,330.924,1.21965,1.48695,1.05225,1.2969,2.57685,1.1424,P
100702.5,103176,438.5517,1547.7315,552.1509,358.17285,1.14165,1.464,1.03005,1.1886,2.3124,1.19145,M
98928,100059,434.6706,1573.0365,667.4373,284.28315,1.3572,1.48305,1.1553,1.1304,3.5217,0.97695,P
100341,101523,437.7639,1548.753,620.89005,309.6072,1.3002,1.4826,0.93735,1.18275,3.0081,1.05765,P
106645.5,107635.5,451.30695,1550.7495,601.9095,340.2654,1.23735,1.4862,0.9933,1.25385,2.65335,1.1247,M
139648.5,140994,516.43875,1978.3995,851.07405,314.5149,1.3938,1.48575,0.7455,1.00875,4.059,0.9102,P
110748,111961.5,459.90555,1545.3165,590.967,359.2449,1.191,1.4838,1.0593,1.3113,2.4675,1.1673,M
156450,158032.5,546.6237,1912.4835,770.4186,388.94115,1.2948,1.485,1.1004,1.20945,2.9712,1.06425,P
